epoch,train_loss,val_loss,lr,time
0,0.6459059516649258,0.6163409127339242,2e-06,253.41084337234497
1,0.5467193296333712,0.5107250549659096,2e-06,243.0399751663208
2,0.4984927178196312,0.5307913669016342,2e-06,250.55469870567322
3,0.4582413109279317,0.4564830449430393,2e-06,243.5973243713379
4,0.44207172207067613,0.44690141515304344,2e-06,242.84759831428528
5,0.409065675696693,0.475438588327805,2e-06,243.02728486061096
6,0.4021802935274105,0.4357915912085588,2e-06,240.5670645236969
7,0.39093061874163065,0.4322749142330396,2e-06,241.4317181110382
8,0.38174300196761357,0.3993459227303227,2e-06,243.26753163337708
9,0.37191940354970504,0.4040653547034525,2e-06,240.3367063999176
10,0.37296799859867563,0.39298022649498526,2e-06,237.9831099510193
11,0.34278235312414607,0.4133348737766126,2e-06,238.30332112312317
12,0.3389464997508017,0.41736467883765815,2e-06,238.81691360473633
13,0.32511280829023886,0.4126420320916625,2e-06,237.72253680229187
14,0.3248604565537491,0.43633699747275,2e-06,237.8909273147583
15,0.3107469033086765,0.3937204812664472,2e-06,238.23214745521545
16,0.30241931011707257,0.41571077648948324,1e-06,238.65583205223083
17,0.3012032704744675,0.3930852967100601,1e-06,236.29493927955627
18,0.2931015814615367,0.41966247083531655,1e-06,237.15289115905762
19,0.29101684398064886,0.3891914388824514,1e-06,240.17055249214172
20,0.28015916779969247,0.3944970195831249,1e-06,251.83931279182434
21,0.2869878107419287,0.39952299364892613,1e-06,252.84620308876038
22,0.2828172110013409,0.4310447205156849,1e-06,325.74654507637024
23,0.2854265444676554,0.4433983028259917,1e-06,288.7679069042206
24,0.27456782124988666,0.4152624169276482,1e-06,250.46534752845764
25,0.26995718917296546,0.42334704256458794,5e-07,244.68063640594482
26,0.26205860397125186,0.4092879458538436,5e-07,240.86133432388306
27,0.2599946281095358,0.4213548488704701,5e-07,240.18524885177612
28,0.27162200146876614,0.4022230697912897,5e-07,236.75601863861084
29,0.25312675498657894,0.40482884447623807,5e-07,237.6634612083435
